id,fecha,pais_de_residencia,provincia_de_espana,ciudad_residencia,situacion_en_espana,profesion,autonomia_economica,familia_edades,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo
U-009337,2022-07-17,Latino América,Ninguna,Colombia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,6 meses,"82, 62, 59, 34, 30, 9",No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009338,2022-07-17,Latino América,Ninguna,Bogotá Colombia,No estoy en ninguna de esas situaciones,Administrativo,6 meses,55 y 47 años,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-009339,2022-07-17,España,Madrid,Parla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,Más de 1 año,34 y 41,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-009340,2022-07-17,España,Madrid,Arganda del Rey,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,7 9 14 30 34,No,No,Si,Hasta 600€,Primera residencia,Pueblos de Cuenca,3 meses
U-009341,2022-07-18,Latino América,Ninguna,Medellin,No estoy en ninguna de esas situaciones,Carpintero Aluminio,3 meses,"33,19,13 y 7 años.",No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-009342,2022-07-18,Latino América,Ninguna,"las coloradas, neuquen, argentina",No estoy en ninguna de esas situaciones,Diseñador grafico,6 meses,55,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009343,2022-07-18,España,Zaragoza,Cuarte de Huerva,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Encargado,,44 - 34 - 6 - 3,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando
U-009344,2022-07-18,Latino América,Ninguna,Concordia antioquia,No estoy en ninguna de esas situaciones,Trabajo de campo,3 meses,33,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
U-009345,2022-07-18,España,Castellón,Castellón de la Plana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pensionista,Más de 1 año,0,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,3 meses
U-009346,2022-07-18,Latino América,Madrid,Tres Cantos,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,3 meses,8,No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-009347,2022-07-18,España,Madrid,MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Marketing y publicidad,,29,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-009348,2022-07-18,España,Teruel,Camarillas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ganadero,6 meses,27,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes
U-009349,2022-07-18,Latino América,Ninguna,LOS ANTIGUOS,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,48 - 51,No,Si,Si,Más de 600€,Primera residencia,Indiferente,6 meses
U-009351,2022-07-18,España,Santa Cruz de Tenerife,Santa cruz de tenerife,No estoy en ninguna de esas situaciones,Cocinero,,0,No,No,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009352,2022-07-18,España,Barcelona,Barcelona,No estoy en ninguna de esas situaciones,Esteticista,3 meses,25,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Cuenca,6 meses
U-009353,2022-07-18,España,Valencia,Valencia,No estoy en ninguna de esas situaciones,Profesor,3 meses,41,Si,Si,Si,Hasta 600€,Segunda residencia,Sierra norte de Madrid,6 meses
U-009354,2022-07-19,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,,"80,65,41,40,2×5meses",Si,Si,Si,Hasta 300€,Primera residencia,"Indeferente, menos de 150km de Madrid",Aún me lo estoy pensando
U-009355,2022-07-19,Latino América,Ninguna,Las Heras,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,40 años y 1 año,No,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-009356,2022-07-19,Latino América,Ninguna,"Localidad de San Justo, Provincia de Buenos Aires, Argentina.",Tengo nacionalidad española / de un país de la UE / permiso de residencia,Logística de transportes,3 meses,35 años.,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,1 mes
U-009357,2022-07-19,España,Valencia,Valencia,No estoy en ninguna de esas situaciones,Dependiente,Más de 1 año,"33,7",No,No,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009358,2022-07-19,Latino América,Ninguna,Montevideo uruguay,No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,10 años 16 años,No,No,No,Hasta 300€,Primera residencia,Indiferente,3 meses
U-009359,2022-07-19,España,Valencia,Torrente,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,"42, 44 y 6 meses",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Cuenca,6 meses
U-009360,2022-07-19,España,Alicante,Benidorm,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,1 año,33- 33- 6- 2,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes
U-009361,2022-07-19,Latino América,Cuenca,Cuenca,No estoy en ninguna de esas situaciones,Camarero,,"Mi hija mayor 3 años, mi hija pequeña 11 meses, mi madre 45 , y yo tengo 25 años",No,No,No,Hasta 300€,Primera residencia,Pueblos de Cuenca,1 mes
U-009362,2022-07-19,Latino América,Ninguna,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Técnico Agrícola,3 meses,28,No,Si,No,Hasta 300€,Primera residencia,"Indeferente, menos de 150km de Madrid",3 meses
U-009363,2022-07-19,Latino América,Ninguna,Rionegro,No estoy en ninguna de esas situaciones,Conductor,1 año,"48, 45, 11 y 8",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes
U-009364,2022-07-19,España,Madrid,Madrid,No estoy en ninguna de esas situaciones,Hostelero,3 meses,60 19 17 12,No,No,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
U-009365,2022-07-20,España,Madrid,Parla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro de Educación Primaria,,50 26,Si,Si,Si,Hasta 600€,Primera residencia,Pueblos de Cuenca,6 meses
U-009366,2022-07-20,España,Ninguna,Tegucigalpa,No estoy en ninguna de esas situaciones,Mantenimiento,1 año,"39,38,20,16,8",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009367,2022-07-20,España,Málaga,Marbella Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peluquería,3 meses,"1, 29 y 43",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009368,2022-07-20,España,Las Palmas,Yaiza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,Más de 1 año,"40,38,4,1",Si,Si,No,Más de 600€,Primera residencia,Indiferente,1 mes
U-009369,2022-07-20,Latino América,Ninguna,Merlo - Buenos Aires - Argentina,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,6 meses,37 / 32 /  7 / 4 / 2,No,Si,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009370,2022-07-20,España,Madrid,Las Rozas de MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,1 año,60-44,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes
U-009371,2022-07-20,España,Madrid,Leganés,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,6 meses,27,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-009372,2022-07-20,Latino América,Ninguna,Montevideo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Policia,,40,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-009373,2022-07-21,Latino América,Ninguna,Estado Miranda Venezuela,No estoy en ninguna de esas situaciones,Cuidar ancianos,6 meses,"mi persona Rosabel 55 años, un sobrino 24 años y mi hija de 17 años",No,No,No,Hasta 300€,Primera residencia,Pueblos de Zamora,3 meses
U-009374,2022-07-21,España,Toledo,Toledo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Logística de transportes,3 meses,19 y 14,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
U-009375,2022-07-21,España,Madrid,San Lorenzo Del Escorial,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,Más de 1 año,38 y 39,Si,Si,Si,Hasta 300€,Primera residencia,"Indeferente, menos de 150km de Madrid",1 mes
U-009376,2022-07-21,Latino América,Madrid,alcobendas,No estoy en ninguna de esas situaciones,Contable,3 meses,24 y33,No,No,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009377,2022-07-21,España,Cádiz,algeciras pelayo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercio internacional,Más de 1 año,54-55-23-29,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses
U-009378,2022-07-21,Latino América,Ninguna,Santo Domingo,No estoy en ninguna de esas situaciones,Encargado,3 meses,27 y 3 años,Si,Si,No,Hasta 600€,Primera residencia,Pueblos de Burgos,6 meses
U-009379,2022-07-21,España,Murcia,La Ñora,No estoy en ninguna de esas situaciones,Esteticista,3 meses,"3,13,15,45",No,No,Si,Hasta 300€,Primera residencia,Indiferente,3 meses
U-009380,2022-07-21,España,Girona,Lloret de mar,No estoy en ninguna de esas situaciones,Operario,6 meses,"24,6",No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-009381,2022-07-21,Latino América,Ninguna,San pedro de los milagros antioquia medellin,No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,27 26,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses
U-009382,2022-07-21,España,Madrid,Tres cantos,No estoy en ninguna de esas situaciones,Cocinero,3 meses,26 26 6 4 3,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-009383,2022-07-22,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,"7, 33 y 37",No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-009384,2022-07-22,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,"7,33y 37",No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-009385,2022-07-22,Latino América,Ninguna,l Pereira,No estoy en ninguna de esas situaciones,Asesor,3 meses,32-11,No,No,No,Hasta 300€,Primera residencia,Pueblos de Palencia,6 meses
U-009386,2022-07-22,Latino América,Ninguna,Ninguna,No estoy en ninguna de esas situaciones,Seguridad,3 meses,22- 20 y recién nacido,No,No,No,Hasta 300€,Primera residencia,Pueblos de Zamora,6 meses
U-009387,2022-07-22,Latino América,Ninguna,Cali Valle del Cauca Colombia,No estoy en ninguna de esas situaciones,Jardinero,3 meses,19 años,No,No,No,Hasta 300€,Primera residencia,Pueblos de Burgos,1 mes
U-009388,2022-07-22,España,Barcelona,Castelldefels,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,Yo 48 y mi pareja 45,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Burgos,6 meses
U-009389,2022-07-22,España,Madrid,El Escorial,No estoy en ninguna de esas situaciones,Sanitario,3 meses,13 19 21 años,No,No,No,Hasta 300€,Primera residencia,Pueblos de Cuenca,1 mes
U-009390,2022-07-22,España,Barcelona,barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,47 y 81,No,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,3 meses
U-009391,2022-07-22,España,Madrid,madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Artista plástico Escultor,Más de 1 año,62,Si,Si,No,Más de 600€,Primera residencia,"Indeferente, menos de 150km de Madrid",6 meses
U-009392,2022-07-22,España,Barcelona,Gava,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,37  . 26.   5,No,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses
U-009393,2022-07-22,Latino América,Ninguna,Berazategui,No estoy en ninguna de esas situaciones,Recursos Humanos,1 año,"8, 14, 17, 40, 41",No,Si,Si,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009394,2022-07-22,Latino América,Ninguna,Salta,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,1 año,"36, 34, 11, 10, 9, 7, 6, 5, 3, 2, 1",No,Si,Si,Hasta 600€,Primera residencia,Pueblos de Burgos,3 meses
U-009395,2022-07-22,España,Alicante,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,51,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Burgos,1 mes
U-009396,2022-07-22,Latino América,Ninguna,Nueva Esparta,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,31,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009397,2022-07-22,España,Zaragoza,Used,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peón,3 meses,47 42 19 10 4,No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes
U-009398,2022-07-23,Latino América,Ninguna,santo domingo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Encargado,6 meses,22 años mi esposa 2 años nuestra hija,No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
U-009399,2022-07-23,España,Almería,Sorbas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,,"40 , 40 , 1 , 4 , 16",No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes
U-009400,2022-07-23,España,Barcelona,Sant Boi de Llobregat,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro de Educación Primaria,6 meses,"41,40,5,2",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009401,2022-07-23,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dentista,3 meses,"28, 2, 1 semana de nacido.",No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-009402,2022-07-23,España,Murcia,Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,,31 27 6 5meses,No,No,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
U-009403,2022-07-23,Latino América,Ninguna,Ciudad de México,No estoy en ninguna de esas situaciones,Empresario,Más de 1 año,"36,34,7,5,3 y dos de dos meses.",No,No,No,Más de 600€,Primera residencia,Sierra norte de Madrid,6 meses
U-009404,2022-07-24,Latino América,Ninguna,Bucaramanga,No estoy en ninguna de esas situaciones,Otro,Más de 1 año,"40,34,5 y 2",No,No,No,Hasta 300€,Primera residencia,"Indeferente, menos de 150km de Madrid",Aún me lo estoy pensando
U-009405,2022-07-24,Latino América,Ninguna,moron,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,3 meses,55,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009406,2022-07-24,España,Baleares,Magaluf,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,45 36 22 18 13 6,No,Si,No,Hasta 300€,Primera residencia,"Indeferente, menos de 150km de Madrid",1 mes
U-009407,2022-07-24,España,Cuenca,villar de olalla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Jubilado,,0,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Cuenca,1 mes
U-009408,2022-07-24,Latino América,Ninguna,Buenos Aires,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,6 meses,35; 29; 4; 1,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009409,2022-07-24,España,Barcelona,Vilanova del Camí,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Limpieza,,50,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009410,2022-07-24,España,Madrid,Madrid,No estoy en ninguna de esas situaciones,Otro,3 meses,42 12 7,No,Si,Si,Más de 600€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009411,2022-07-24,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,Más de 1 año,54,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-009412,2022-07-24,Otro,Ninguna,Puerto Madryn,No estoy en ninguna de esas situaciones,Trabajo de campo,3 meses,47_37_26_24_16_17,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009413,2022-07-24,España,Madrid,COLLADO VILLALBA,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,1 año,33/32/1,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses
U-009414,2022-07-24,España,Valladolid,Tudela de duero,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,,36 y 40,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Palencia,Aún me lo estoy pensando
U-009415,2022-07-24,Latino América,Ninguna,San Cristobal,No estoy en ninguna de esas situaciones,Maestro,3 meses,48 47 17 7,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses
U-009416,2022-07-25,Latino América,Ninguna,Guarenas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mecánico,3 meses,"49,41,16,13",No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando
U-009417,2022-07-25,España,Cádiz,Rota,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,"36, 33, 3, y 2 meses",Si,Si,Si,Hasta 300€,Primera residencia,"Indeferente, menos de 150km de Madrid",Aún me lo estoy pensando
U-009418,2022-07-25,España,Madrid,Paracuello de jarama,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Celador,6 meses,42. 35. 19. 3. 3. 3,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
